population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,5,Prevalence,131,Nicaragua,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0323518398802445,0.040110807375646,0.0268748505624689
1,All Population,5,Prevalence,19,Timor-Leste,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.02690934550581,0.0337987123313697,0.0217489762223037
1,All Population,5,Prevalence,98,Chile,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0496119193007574,0.0676772398274622,0.0362276526728297
1,All Population,5,Prevalence,108,Belize,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0416136317900388,0.0506921926265667,0.0348991382000296
1,All Population,5,Prevalence,54,Slovakia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0275012652234252,0.0334137611996513,0.022959167638684
1,All Population,5,Prevalence,84,Ireland,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0398862884761638,0.044892622943936,0.0355276326967547
1,All Population,5,Prevalence,38,Mongolia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0327698874568695,0.0406613968003384,0.0266394643441993
1,All Population,5,Prevalence,161,Bangladesh,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0518209554347371,0.0645836277147177,0.0424039995006523
1,All Population,5,Prevalence,95,United Kingdom,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0728515386310047,0.0780677883999108,0.0675400311860603
1,All Population,5,Prevalence,110,Dominica,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0362230445680457,0.0441600419670652,0.0304362735668767
1,All Population,5,Prevalence,51,Poland,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0282438446455502,0.0323306959534042,0.0252631758801785
1,All Population,5,Prevalence,62,Russian Federation,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0407551459808931,0.0485242621986393,0.0354088141093239
1,All Population,5,Prevalence,112,Grenada,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.03648224567456,0.0444754555006524,0.0306250982961391
1,All Population,5,Prevalence,140,Bahrain,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0436606159838076,0.0509731831642831,0.0379607214578558
1,All Population,5,Prevalence,139,Algeria,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0490817354927827,0.0569156378547388,0.0426334257527707
1,All Population,5,Prevalence,125,Colombia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0252765896799058,0.030860955289775,0.021313902538384
1,All Population,5,Prevalence,128,Guatemala,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0421308405947072,0.0519644688178307,0.0349200300715039
1,All Population,5,Prevalence,67,Japan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.032332658257703,0.0390759345222788,0.0271529732217073
1,All Population,5,Prevalence,114,Haiti,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0459553830958005,0.0564837839275502,0.0383853503150641
1,All Population,5,Prevalence,97,Argentina,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0429157701252061,0.0560535368157299,0.0327587086418825
1,All Population,5,Prevalence,185,Rwanda,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.038502754402638,0.045876794607469,0.0330794818550229
1,All Population,5,Prevalence,53,Serbia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.027830501964708,0.0333249675576415,0.0236898317006968
1,All Population,5,Prevalence,109,Cuba,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0385328197447881,0.0469959876390951,0.0323102028674303
1,All Population,5,Prevalence,305,Bermuda,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0370581926030407,0.0451544194019233,0.031165497094297
1,All Population,5,Prevalence,141,Egypt,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0518255849172098,0.062148279628506,0.0438989271919877
1,All Population,5,Prevalence,176,Comoros,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0467637712968193,0.0588603371411995,0.0382000403974519
1,All Population,5,Prevalence,78,Denmark,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.037869698059482,0.0430876264375102,0.033465461933391
1,All Population,5,Prevalence,130,Mexico,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0339056531859931,0.040022347156885,0.0294354796106517
1,All Population,5,Prevalence,10,Cambodia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0280456215985179,0.0332094227812113,0.0240487747581146
1,All Population,5,Prevalence,349,Greenland,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0506359599260016,0.0611159959039587,0.0417821697548685
1,All Population,5,Prevalence,111,Dominican Republic,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0460257981142634,0.0568339864871015,0.0381686590604188
1,All Population,5,Prevalence,143,Iraq,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0462605417568742,0.0549082237443112,0.0396678734660862
1,All Population,5,Prevalence,142,Iran (Islamic Republic of),3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0449250954919182,0.0531789774729093,0.0387512541727757
1,All Population,5,Prevalence,99,Uruguay,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0398716351434368,0.0512395524118137,0.0311985177072148
1,All Population,5,Prevalence,12,Lao People's Democratic Republic,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0257746838241703,0.0326219038992034,0.0209125913893854
1,All Population,5,Prevalence,155,Türkiye,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0525987791412003,0.0595550892737186,0.0471195287204257
1,All Population,5,Prevalence,187,Somalia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0430482386322968,0.0515495713009254,0.0368855561290535
1,All Population,5,Prevalence,113,Guyana,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0367425436586506,0.0447215732037222,0.0308850681857465
1,All Population,5,Prevalence,203,Cabo Verde,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.035380579979725,0.0417463492555873,0.0306002491059913
1,All Population,5,Prevalence,66,Brunei Darussalam,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0282716706459595,0.0335441584334419,0.0238182758882273
1,All Population,5,Prevalence,145,Kuwait,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0450162805768552,0.0527860384251904,0.0391181844979539
1,All Population,5,Prevalence,115,Jamaica,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.040475359572612,0.0493998043462171,0.0339239437789184
1,All Population,5,Prevalence,367,Monaco,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0429273432849612,0.0482808249105922,0.0385345450131283
1,All Population,5,Prevalence,28,Solomon Islands,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0336677675735468,0.046061592124377,0.0245059606800767
1,All Population,5,Prevalence,144,Jordan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0504213590654566,0.0610445713525908,0.0424955195005796
1,All Population,5,Prevalence,68,Republic of Korea,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0289445444555629,0.0322153740958791,0.0261335385348934
1,All Population,5,Prevalence,205,Côte d'Ivoire,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0362898885214237,0.0442113917025001,0.0303450807308163
1,All Population,5,Prevalence,79,Finland,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0323408912248643,0.0366530436639412,0.0286957969445386
1,All Population,5,Prevalence,157,Yemen,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0514523066782226,0.0597478074076228,0.0447744102501256
1,All Population,5,Prevalence,190,Uganda,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0351663697139315,0.0414233834061679,0.0305205583406075
1,All Population,5,Prevalence,14,Maldives,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0265431778359067,0.0315579765243822,0.0227724273490184
1,All Population,5,Prevalence,218,Togo,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.044724580044164,0.0576362026569092,0.035241901730896
1,All Population,5,Prevalence,186,Seychelles,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0270425389464094,0.0321623274808439,0.0232170323780695
1,All Population,5,Prevalence,39,Tajikistan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.036360344543413,0.045702914182109,0.0294422007274961
1,All Population,5,Prevalence,30,Vanuatu,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0321200066366801,0.0439030543845012,0.0234540558585719
1,All Population,5,Prevalence,25,Micronesia (Federated States of),3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0318021508619425,0.043349225036962,0.023285878350084
1,All Population,5,Prevalence,175,Burundi,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0413526264450275,0.0494612661307938,0.0354465454244143
1,All Population,5,Prevalence,207,Ghana,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0488577530090549,0.0590431449723662,0.0411798663854008
1,All Population,5,Prevalence,416,Tuvalu,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0318652720661463,0.0432680796286652,0.0233246226766421
1,All Population,5,Prevalence,146,Lebanon,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0574876577249873,0.0661516411674923,0.0504994679498622
1,All Population,5,Prevalence,41,Uzbekistan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0341673585693825,0.0426093799375587,0.027719807140881
1,All Population,5,Prevalence,126,Costa Rica,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0342488393781445,0.0426298850404295,0.0284285765570651
1,All Population,5,Prevalence,27,Samoa,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0309716274888931,0.0420058627929434,0.0227264269667544
1,All Population,5,Prevalence,189,United Republic of Tanzania,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0420025306407647,0.0502571150472079,0.0361117146056213
1,All Population,5,Prevalence,320,Cook Islands,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0322728095476994,0.0439404284549556,0.0237073850281009
1,All Population,5,Prevalence,11,Indonesia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0242783687122257,0.030467817437744,0.019801997477427
1,All Population,5,Prevalence,156,United Arab Emirates,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0441395633092724,0.0530980337579522,0.037381804809488
1,All Population,5,Prevalence,170,Congo,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0578517399854207,0.0730479960224063,0.0467931423617073
1,All Population,5,Prevalence,177,Djibouti,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0374106300325215,0.0445495076970318,0.0319497624250041
1,All Population,5,Prevalence,43,Albania,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0257379494039452,0.0296737291810589,0.0224315111878957
1,All Population,5,Prevalence,522,Sudan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0530928701162779,0.0633252790352335,0.0452886081439287
1,All Population,5,Prevalence,351,Guam,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0324209865847071,0.0443345610256089,0.0237914303254924
1,All Population,5,Prevalence,29,Tonga,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.039499221673132,0.0618711434525579,0.0247725915449148
1,All Population,5,Prevalence,13,Malaysia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0375765047652165,0.0436758877517193,0.0326514205298502
1,All Population,5,Prevalence,217,Sierra Leone,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0364576889000225,0.0427906621506539,0.0317267119137592
1,All Population,5,Prevalence,202,Cameroon,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0386486292036677,0.0452302570436786,0.0335056096285444
1,All Population,5,Prevalence,40,Turkmenistan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0367802117356272,0.0460615668970748,0.0298548938762392
1,All Population,5,Prevalence,45,Bulgaria,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0289160359063022,0.0333388224302219,0.0254029583737687
1,All Population,5,Prevalence,46,Croatia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0234754951203362,0.0272656363322505,0.0202579189339871
1,All Population,5,Prevalence,160,Afghanistan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0522596224268944,0.0607320659664791,0.0453895749289887
1,All Population,5,Prevalence,57,Belarus,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.036181755081482,0.0430297037882433,0.0308108063345131
1,All Population,5,Prevalence,191,Zambia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0395812496456487,0.0482577301052459,0.0333651657628063
1,All Population,5,Prevalence,172,Equatorial Guinea,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0521501958290504,0.0687134673472736,0.0402492955159382
1,All Population,5,Prevalence,24,Marshall Islands,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0318686958170306,0.0433624556216273,0.0233003339230657
1,All Population,5,Prevalence,15,Myanmar,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0301987526746321,0.0359130388978997,0.0259579488028577
1,All Population,5,Prevalence,75,Austria,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0306530891197104,0.0350664941555457,0.0271070428851213
1,All Population,5,Prevalence,86,Italy,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0271632754496625,0.030642084694737,0.0242456828542768
1,All Population,5,Prevalence,59,Latvia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0333259821991689,0.0376152792881132,0.0296489744938088
1,All Population,5,Prevalence,171,Democratic Republic of the Congo,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0587828651794159,0.0773075604337578,0.0448912677458767
1,All Population,5,Prevalence,44,Bosnia and Herzegovina,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0304662934150468,0.0379658484071662,0.0251650718745875
1,All Population,5,Prevalence,204,Chad,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0511052618509262,0.0618784553663571,0.042748314286613
1,All Population,5,Prevalence,435,South Sudan,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0414944185304366,0.0497598626838008,0.0355646048142409
1,All Population,5,Prevalence,26,Papua New Guinea,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0295712590061153,0.0402194842153369,0.0217405732868538
1,All Population,5,Prevalence,71,Australia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0444808867398681,0.049959538184153,0.0394841123607614
1,All Population,5,Prevalence,77,Cyprus,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0326219347528477,0.0376709633804555,0.0281502145256466
1,All Population,5,Prevalence,193,Botswana,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0373867067527627,0.0458675739860797,0.0310381332584651
1,All Population,5,Prevalence,88,Malta,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0275426143994859,0.0319313982139038,0.0240213245489721
1,All Population,5,Prevalence,61,Republic of Moldova,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0347301836820062,0.0413587418153787,0.0295654874788666
1,All Population,5,Prevalence,173,Gabon,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0547985312946756,0.0718521083391858,0.0421270977324877
1,All Population,5,Prevalence,298,American Samoa,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0325861702672441,0.0442958882921096,0.0238448281402105
1,All Population,5,Prevalence,58,Estonia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0338356876101682,0.0391756358294613,0.0297880807812366
1,All Population,5,Prevalence,101,Canada,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0396529386479454,0.0441193317195538,0.0356149354643439
1,All Population,5,Prevalence,90,Norway,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0342891292371969,0.0390863201634789,0.0304521482456716
1,All Population,5,Prevalence,206,Gambia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0365200149751166,0.0430183988369794,0.0316660881356869
1,All Population,5,Prevalence,133,Venezuela (Bolivarian Republic of),3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0387366451098486,0.0529342988717548,0.0287366978318002
1,All Population,5,Prevalence,422,United States Virgin Islands,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0321852034429907,0.0385833888939689,0.027522194160882
1,All Population,5,Prevalence,122,Ecuador,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0371996694652514,0.0472986778623614,0.0302784887161181
1,All Population,5,Prevalence,60,Lithuania,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.041262910361581,0.0533189578764605,0.0327356933882779
1,All Population,5,Prevalence,105,Antigua and Barbuda,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0399852489474427,0.0488974460319567,0.0336670655685795
1,All Population,5,Prevalence,55,Slovenia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.028316242565874,0.0327159930064407,0.0247989001601431
1,All Population,5,Prevalence,135,Brazil,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0404545699864812,0.0464566871878266,0.0356799635401322
1,All Population,5,Prevalence,208,Guinea,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0377298633651476,0.0441785854173478,0.0327095086994365
1,All Population,5,Prevalence,148,Morocco,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0487983345302144,0.0566954848744745,0.0425191736358556
1,All Population,5,Prevalence,92,Spain,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0421219647077744,0.0469732870308183,0.0378943495684002
1,All Population,5,Prevalence,107,Barbados,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.036894635736956,0.04489995554602,0.0310407538565802
1,All Population,5,Prevalence,106,Bahamas,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0375862791023408,0.0458368958932323,0.0316148641585337
1,All Population,5,Prevalence,85,Israel,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0523002241649015,0.0612244459877576,0.0446311921149806
1,All Population,5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0356792158145732,0.0434756634795061,0.0300249477628068
1,All Population,5,Prevalence,72,New Zealand,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0375176449873389,0.0419434374684983,0.0335056882247423
1,All Population,5,Prevalence,74,Andorra,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0439103015260195,0.0492856495586468,0.0393438599454779
1,All Population,5,Prevalence,150,Oman,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0380687208048582,0.0469758563105511,0.0316486755498848
1,All Population,5,Prevalence,152,Saudi Arabia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0425891270376152,0.0517998050414563,0.036180555473262
1,All Population,5,Prevalence,132,Panama,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0317392521236001,0.0393891614684121,0.0263887807981337
1,All Population,5,Prevalence,169,Central African Republic,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0576543103040965,0.0759330390063221,0.0440559205686824
1,All Population,5,Prevalence,154,Tunisia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0593555114454442,0.071093523753166,0.0503308802876796
1,All Population,5,Prevalence,180,Kenya,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0399099615059709,0.0484930798439614,0.0338704467473962
1,All Population,5,Prevalence,87,Luxembourg,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0492021964347652,0.0556075234458188,0.0436495551974708
1,All Population,5,Prevalence,119,Trinidad and Tobago,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0414892520466776,0.0505691039535847,0.0348041548939967
1,All Population,5,Prevalence,76,Belgium,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0443521445549033,0.0518679955215207,0.0379377896284132
1,All Population,5,Prevalence,182,Malawi,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.039953077834568,0.0488630759717933,0.033581737050345
1,All Population,5,Prevalence,102,United States of America,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0507600956690342,0.057849980269764,0.0447060087666882
1,All Population,5,Prevalence,184,Mozambique,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0381439755955881,0.0455419783639201,0.0326971757510698
1,All Population,5,Prevalence,194,Lesotho,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0355702007816084,0.0436002894097604,0.0296495316363636
1,All Population,5,Prevalence,116,Saint Lucia,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0367901754356019,0.0447979652344279,0.030934800043749
1,All Population,5,Prevalence,89,Netherlands,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0650500753894388,0.073860602514181,0.058031007660223
1,All Population,5,Prevalence,196,South Africa,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0381611385236811,0.0458800760625813,0.0327345478498831
1,All Population,5,Prevalence,151,Qatar,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0363257381749419,0.0414955601728973,0.0319463966901885
1,All Population,5,Prevalence,121,Bolivia (Plurinational State of),3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.0321779505496877,0.039929631195812,0.026654462143248
1,All Population,5,Prevalence,136,Paraguay,3,Both,27,Age-standardized,567,Depressive disorders,2,Percent,2020,0.034579976366992,0.0427702205741804,0.0289449835167724
